Order ID,Order Date,Customer Name,Segment,Region,State,Category,Sub-Category,Product Name,Quantity,Sales,Discount,Profit
ORD10060,2025-03-18,Customer 64,Corporate,South,Kochi,Furniture,Table,Table 204,1,1255.32,0.1,289.34
ORD10061,2025-10-11,Customer 141,Consumer,South,Kochi,Furniture,Table,Table 903,7,1328.71,0.2,403.96
ORD10062,2025-10-09,Customer 33,Consumer,East,Chennai,Technology,Phone,Phone 561,3,973.85,0.1,180.82
ORD10063,2025-05-03,Customer 78,Corporate,South,Kochi,Office Supplies,Binder,Binder 404,5,1113.77,0.1,180.28
ORD10064,2025-08-20,Customer 233,Corporate,South,Bengaluru,Furniture,Bookcase,Bookcase 265,2,327.65,0.2,63.93
ORD10065,2025-06-13,Customer 62,Corporate,South,Kochi,Furniture,Bookcase,Bookcase 297,4,154.26,0.1,31.9
ORD10066,2025-05-19,Customer 87,Consumer,North,Delhi,Furniture,Bookcase,Bookcase 991,7,586.6,0.3,48.69
ORD10067,2025-11-27,Customer 115,Corporate,South,Kochi,Technology,Phone,Phone 228,4,157.05,0.05,25.19
ORD10068,2025-07-20,Customer 239,Home Office,North,Delhi,Furniture,Chair,Chair 535,8,1453.06,0.2,43.67
ORD10069,2025-12-25,Customer 166,Corporate,South,Kochi,Furniture,Chair,Chair 329,3,245.06,0.0,81.47
ORD10070,2025-11-17,Customer 65,Home Office,East,Chennai,Furniture,Chair,Chair 338,1,975.35,0.1,320.63
ORD10071,2025-01-01,Customer 3,Home Office,South,Bengaluru,Furniture,Chair,Chair 407,4,594.36,0.05,167.7
ORD10072,2025-01-15,Customer 246,Corporate,North,Noida,Office Supplies,Binder,Binder 760,4,723.45,0.05,151.27
ORD10073,2025-07-09,Customer 59,Corporate,North,Delhi,Furniture,Chair,Chair 610,7,140.02,0.05,34.33
ORD10074,2025-09-16,Customer 18,Consumer,East,Hyderabad,Technology,Phone,Phone 471,7,313.16,0.1,81.97
ORD10075,2025-11-16,Customer 127,Home Office,South,Bengaluru,Office Supplies,Paper,Paper 336,8,347.74,0.1,25.28
ORD10076,2025-01-28,Customer 55,Consumer,West,Mumbai,Office Supplies,Binder,Binder 781,1,1424.17,0.05,457.98
ORD10077,2025-02-10,Customer 239,Consumer,West,Pune,Furniture,Bookcase,Bookcase 161,3,602.12,0.1,156.44
ORD10078,2025-06-19,Customer 114,Consumer,North,Delhi,Furniture,Bookcase,Bookcase 637,8,67.2,0.2,18.93
ORD10079,2025-04-17,Customer 98,Corporate,East,Chennai,Furniture,Table,Table 182,6,641.87,0.0,140.15
ORD10080,2025-04-09,Customer 83,Corporate,North,Noida,Furniture,Chair,Chair 822,8,309.66,0.3,91.61
ORD10081,2025-02-01,Customer 66,Consumer,South,Bengaluru,Technology,Phone,Phone 353,7,80.16,0.0,15.17
ORD10082,2025-06-02,Customer 1,Home Office,East,Hyderabad,Office Supplies,Binder,Binder 443,1,408.02,0.1,129.45
ORD10083,2025-08-09,Customer 209,Corporate,East,Chennai,Furniture,Chair,Chair 586,8,1431.79,0.2,382.2
ORD10084,2025-06-17,Customer 221,Corporate,West,Pune,Furniture,Chair,Chair 921,5,1237.68,0.05,281.17
ORD10085,2025-02-03,Customer 167,Consumer,South,Kochi,Technology,Laptop,Laptop 624,4,599.69,0.05,71.48
ORD10086,2025-08-04,Customer 128,Home Office,South,Kochi,Furniture,Table,Table 207,2,412.04,0.0,46.36
ORD10087,2025-12-07,Customer 195,Consumer,South,Bengaluru,Furniture,Chair,Chair 526,8,938.06,0.05,252.71
ORD10088,2025-05-07,Customer 48,Consumer,North,Noida,Office Supplies,Pen,Pen 374,6,396.0,0.1,39.5
ORD10089,2025-09-17,Customer 135,Consumer,West,Mumbai,Office Supplies,Pen,Pen 292,6,115.91,0.1,39.15
ORD10090,2025-07-11,Customer 11,Corporate,East,Hyderabad,Furniture,Chair,Chair 104,8,1326.58,0.05,394.22
ORD10091,2025-04-02,Customer 115,Home Office,West,Mumbai,Furniture,Chair,Chair 714,4,1396.66,0.1,270.67
ORD10092,2025-01-23,Customer 53,Corporate,North,Delhi,Furniture,Bookcase,Bookcase 710,6,342.12,0.1,48.58
ORD10093,2025-01-17,Customer 204,Corporate,East,Chennai,Furniture,Table,Table 518,6,294.01,0.1,18.63
ORD10094,2025-02-16,Customer 168,Consumer,South,Bengaluru,Office Supplies,Paper,Paper 914,7,1002.76,0.05,237.41
ORD10095,2025-10-18,Customer 227,Corporate,South,Kochi,Office Supplies,Binder,Binder 783,5,638.41,0.0,91.74
ORD10096,2025-01-04,Customer 112,Consumer,South,Kochi,Furniture,Table,Table 759,4,598.28,0.2,54.5
ORD10097,2025-01-27,Customer 142,Consumer,South,Bengaluru,Furniture,Table,Table 691,6,702.14,0.05,58.97
ORD10098,2025-03-29,Customer 237,Consumer,South,Bengaluru,Technology,Monitor,Monitor 479,3,235.91,0.1,20.89
ORD10099,2025-09-05,Customer 81,Consumer,East,Hyderabad,Office Supplies,Paper,Paper 408,3,1259.19,0.0,431.48
ORD10100,2025-11-11,Customer 217,Consumer,South,Bengaluru,Technology,Monitor,Monitor 804,3,967.68,0.05,223.84
ORD10101,2025-03-05,Customer 39,Consumer,South,Bengaluru,Technology,Laptop,Laptop 142,7,1409.05,0.05,225.55
ORD10102,2025-11-18,Customer 200,Corporate,West,Mumbai,Technology,Monitor,Monitor 139,6,194.24,0.3,30.44
ORD10103,2025-04-02,Customer 6,Consumer,South,Kochi,Technology,Laptop,Laptop 535,7,995.09,0.2,180.18
ORD10104,2025-02-04,Customer 33,Corporate,South,Kochi,Furniture,Table,Table 881,8,1258.09,0.2,188.84
ORD10105,2025-06-10,Customer 200,Home Office,South,Kochi,Furniture,Table,Table 616,1,80.16,0.05,5.58
ORD10106,2025-12-21,Customer 209,Consumer,East,Chennai,Technology,Phone,Phone 768,3,58.27,0.0,20.33
ORD10107,2025-06-29,Customer 157,Corporate,West,Mumbai,Office Supplies,Binder,Binder 930,3,1035.48,0.05,66.95
ORD10108,2025-09-03,Customer 54,Home Office,West,Pune,Technology,Phone,Phone 935,8,232.49,0.3,71.91
ORD10109,2025-05-23,Customer 174,Corporate,North,Delhi,Office Supplies,Binder,Binder 137,4,289.5,0.05,68.31
ORD10110,2025-08-20,Customer 143,Home Office,South,Bengaluru,Office Supplies,Paper,Paper 886,1,961.75,0.1,317.23
ORD10111,2025-07-08,Customer 148,Consumer,East,Hyderabad,Technology,Monitor,Monitor 977,7,1112.13,0.1,132.82
ORD10112,2025-09-22,Customer 65,Corporate,North,Noida,Furniture,Table,Table 335,3,930.75,0.0,129.3
ORD10113,2025-07-06,Customer 230,Consumer,North,Delhi,Technology,Laptop,Laptop 326,3,450.64,0.2,69.99
ORD10114,2025-06-05,Customer 28,Home Office,West,Pune,Furniture,Bookcase,Bookcase 768,1,52.99,0.0,11.67
ORD10115,2025-03-23,Customer 35,Consumer,North,Delhi,Office Supplies,Pen,Pen 408,3,322.19,0.3,86.52
ORD10116,2025-05-16,Customer 248,Consumer,West,Mumbai,Office Supplies,Paper,Paper 165,3,1309.5,0.1,210.29
ORD10117,2025-05-08,Customer 43,Consumer,East,Hyderabad,Technology,Monitor,Monitor 692,8,910.78,0.3,218.64
ORD10118,2025-02-23,Customer 4,Home Office,East,Chennai,Technology,Laptop,Laptop 515,3,371.75,0.0,120.27
ORD10119,2025-02-02,Customer 77,Home Office,West,Mumbai,Office Supplies,Paper,Paper 630,7,1223.8,0.05,241.79
ORD10120,2025-12-02,Customer 116,Consumer,East,Hyderabad,Technology,Monitor,Monitor 106,7,1269.76,0.2,68.75
ORD10121,2025-05-17,Customer 163,Home Office,West,Mumbai,Office Supplies,Paper,Paper 759,1,202.43,0.1,51.32
ORD10122,2025-05-01,Customer 216,Home Office,South,Kochi,Office Supplies,Pen,Pen 322,2,1322.47,0.0,133.48
ORD10123,2025-11-19,Customer 236,Home Office,West,Mumbai,Technology,Phone,Phone 296,7,506.26,0.05,80.41
ORD10124,2025-06-07,Customer 203,Consumer,South,Kochi,Technology,Monitor,Monitor 106,1,667.08,0.05,144.16
ORD10125,2025-03-24,Customer 89,Consumer,South,Bengaluru,Technology,Laptop,Laptop 248,1,59.82,0.0,14.15
ORD10126,2025-10-30,Customer 196,Corporate,East,Chennai,Furniture,Chair,Chair 809,1,1051.57,0.0,73.33
ORD10127,2025-11-21,Customer 23,Home Office,West,Mumbai,Technology,Phone,Phone 209,4,324.47,0.0,19.52
ORD10128,2025-01-11,Customer 90,Corporate,North,Noida,Furniture,Chair,Chair 200,4,455.8,0.1,76.18
ORD10129,2025-07-31,Customer 8,Corporate,North,Delhi,Technology,Phone,Phone 428,8,1280.04,0.3,311.94
ORD10130,2025-05-28,Customer 44,Corporate,East,Hyderabad,Office Supplies,Pen,Pen 149,4,1077.3,0.0,239.55
ORD10131,2025-04-05,Customer 248,Corporate,East,Chennai,Office Supplies,Paper,Paper 104,6,746.42,0.2,178.07
ORD10132,2025-02-26,Customer 241,Home Office,North,Noida,Technology,Laptop,Laptop 390,4,1408.67,0.05,273.98
ORD10133,2025-07-22,Customer 229,Home Office,East,Hyderabad,Technology,Monitor,Monitor 905,2,949.34,0.1,65.07
ORD10134,2025-09-14,Customer 44,Corporate,East,Hyderabad,Technology,Laptop,Laptop 480,4,468.65,0.2,140.77
ORD10135,2025-08-19,Customer 170,Home Office,West,Pune,Furniture,Bookcase,Bookcase 708,1,535.76,0.1,105.29
ORD10136,2025-11-26,Customer 227,Home Office,North,Delhi,Office Supplies,Binder,Binder 805,5,877.17,0.05,127.38
ORD10137,2025-11-05,Customer 134,Corporate,West,Mumbai,Office Supplies,Binder,Binder 872,3,1090.54,0.05,285.66
ORD10138,2025-03-19,Customer 38,Corporate,West,Mumbai,Office Supplies,Paper,Paper 364,2,263.61,0.0,28.64
ORD10139,2025-01-07,Customer 103,Corporate,North,Noida,Office Supplies,Paper,Paper 211,2,435.59,0.2,73.69
ORD10140,2025-05-05,Customer 233,Corporate,West,Pune,Office Supplies,Paper,Paper 245,5,913.49,0.2,28.92
ORD10141,2025-06-10,Customer 67,Home Office,South,Bengaluru,Technology,Monitor,Monitor 768,4,1025.8,0.0,190.97
ORD10142,2025-01-11,Customer 160,Corporate,East,Hyderabad,Furniture,Table,Table 830,3,390.09,0.2,68.2
ORD10143,2025-10-06,Customer 56,Consumer,West,Pune,Furniture,Table,Table 951,8,1364.12,0.0,83.82
ORD10144,2025-07-09,Customer 134,Corporate,West,Pune,Furniture,Bookcase,Bookcase 567,4,1081.6,0.3,26.86
ORD10145,2025-11-11,Customer 92,Home Office,South,Kochi,Furniture,Bookcase,Bookcase 288,7,780.41,0.0,209.72
ORD10146,2025-11-18,Customer 179,Home Office,East,Hyderabad,Office Supplies,Binder,Binder 509,1,39.7,0.2,12.09
ORD10147,2025-07-20,Customer 119,Consumer,North,Noida,Furniture,Chair,Chair 410,7,1411.1,0.3,439.49
ORD10148,2025-03-16,Customer 91,Home Office,West,Mumbai,Furniture,Bookcase,Bookcase 297,8,970.45,0.05,280.84
ORD10149,2025-04-28,Customer 69,Home Office,South,Kochi,Office Supplies,Pen,Pen 765,3,1174.17,0.2,160.18
ORD10150,2025-12-02,Customer 78,Corporate,South,Kochi,Office Supplies,Pen,Pen 290,8,23.99,0.1,3.54
ORD10151,2025-06-05,Customer 219,Corporate,South,Kochi,Office Supplies,Pen,Pen 752,2,995.71,0.1,85.46
ORD10152,2025-01-08,Customer 169,Consumer,East,Chennai,Technology,Phone,Phone 902,3,805.36,0.1,185.19
ORD10153,2025-08-20,Customer 89,Consumer,West,Mumbai,Technology,Phone,Phone 356,2,876.16,0.05,88.23
ORD10154,2025-06-02,Customer 51,Corporate,West,Pune,Technology,Laptop,Laptop 724,2,1009.32,0.3,258.81
ORD10155,2025-03-13,Customer 122,Corporate,West,Mumbai,Technology,Phone,Phone 787,2,841.49,0.1,139.44
ORD10156,2025-01-04,Customer 42,Corporate,East,Hyderabad,Office Supplies,Paper,Paper 817,8,384.92,0.05,79.63
ORD10157,2025-12-13,Customer 20,Consumer,South,Kochi,Technology,Phone,Phone 960,8,574.94,0.2,189.72
ORD10158,2025-09-06,Customer 194,Consumer,North,Delhi,Furniture,Bookcase,Bookcase 146,6,1216.73,0.0,247.22
ORD10159,2025-09-27,Customer 142,Consumer,East,Chennai,Technology,Phone,Phone 740,3,521.14,0.1,74.21
ORD10160,2025-09-10,Customer 104,Corporate,North,Noida,Office Supplies,Binder,Binder 357,1,1243.55,0.1,182.25
ORD10161,2025-03-07,Customer 151,Home Office,North,Noida,Furniture,Bookcase,Bookcase 604,2,509.73,0.1,129.45
ORD10162,2025-02-25,Customer 2,Consumer,East,Chennai,Office Supplies,Pen,Pen 667,7,827.19,0.0,140.25
ORD10163,2025-02-12,Customer 55,Consumer,West,Pune,Technology,Monitor,Monitor 161,7,932.71,0.3,263.86
ORD10164,2025-12-02,Customer 4,Corporate,South,Bengaluru,Furniture,Bookcase,Bookcase 285,1,643.93,0.0,208.78
ORD10165,2025-08-09,Customer 145,Home Office,West,Pune,Technology,Monitor,Monitor 364,5,293.47,0.0,42.71
ORD10166,2025-07-27,Customer 115,Consumer,East,Hyderabad,Technology,Monitor,Monitor 140,2,1165.19,0.2,236.06
ORD10167,2025-02-12,Customer 165,Corporate,East,Hyderabad,Technology,Monitor,Monitor 775,3,723.66,0.2,140.85
ORD10168,2025-02-15,Customer 56,Consumer,West,Mumbai,Technology,Laptop,Laptop 537,1,33.8,0.0,11.69
ORD10169,2025-07-07,Customer 199,Home Office,West,Pune,Furniture,Table,Table 836,4,687.15,0.05,221.15
ORD10170,2025-01-27,Customer 184,Consumer,West,Mumbai,Office Supplies,Pen,Pen 670,8,701.66,0.1,220.36
ORD10171,2025-03-26,Customer 246,Corporate,East,Chennai,Furniture,Bookcase,Bookcase 803,2,595.64,0.1,154.17
ORD10172,2025-03-01,Customer 93,Home Office,East,Hyderabad,Office Supplies,Pen,Pen 845,8,715.31,0.05,63.28
ORD10173,2025-05-24,Customer 16,Home Office,West,Pune,Office Supplies,Binder,Binder 896,8,1418.48,0.3,170.45
ORD10174,2025-12-17,Customer 97,Home Office,North,Delhi,Furniture,Bookcase,Bookcase 952,5,885.31,0.05,139.88
ORD10175,2025-01-22,Customer 74,Consumer,West,Pune,Office Supplies,Pen,Pen 101,6,409.31,0.2,31.59
ORD10176,2025-09-06,Customer 205,Corporate,West,Pune,Technology,Monitor,Monitor 895,8,533.34,0.0,113.07
ORD10177,2025-10-28,Customer 193,Consumer,West,Mumbai,Office Supplies,Pen,Pen 158,7,708.68,0.05,228.76
ORD10178,2025-09-24,Customer 230,Corporate,South,Kochi,Technology,Laptop,Laptop 649,6,1162.81,0.05,191.23
ORD10179,2025-12-25,Customer 75,Corporate,North,Noida,Technology,Monitor,Monitor 306,4,334.79,0.0,34.89
ORD10180,2025-02-24,Customer 96,Home Office,North,Noida,Technology,Laptop,Laptop 352,1,1385.47,0.2,197.03
ORD10181,2025-02-18,Customer 9,Consumer,South,Bengaluru,Furniture,Table,Table 711,1,530.48,0.3,107.23
ORD10182,2025-03-09,Customer 66,Consumer,South,Bengaluru,Office Supplies,Binder,Binder 536,2,1420.82,0.3,377.44
ORD10183,2025-12-28,Customer 118,Corporate,North,Delhi,Furniture,Table,Table 185,1,95.48,0.3,12.5
ORD10184,2025-12-09,Customer 130,Corporate,East,Hyderabad,Furniture,Bookcase,Bookcase 192,5,491.69,0.05,116.62
ORD10185,2025-01-31,Customer 232,Home Office,West,Pune,Furniture,Table,Table 340,4,274.74,0.1,88.56
ORD10186,2025-01-03,Customer 241,Consumer,East,Chennai,Office Supplies,Pen,Pen 826,8,102.54,0.05,14.39
ORD10187,2025-09-04,Customer 98,Consumer,North,Noida,Technology,Laptop,Laptop 582,6,570.1,0.2,38.34
ORD10188,2025-03-22,Customer 238,Consumer,South,Bengaluru,Furniture,Bookcase,Bookcase 112,8,1081.5,0.05,307.85
ORD10189,2025-11-18,Customer 20,Corporate,East,Hyderabad,Technology,Laptop,Laptop 896,8,1437.77,0.2,406.42
ORD10190,2025-04-03,Customer 183,Corporate,North,Noida,Furniture,Table,Table 218,6,231.3,0.05,61.48
ORD10191,2025-06-01,Customer 86,Consumer,West,Pune,Furniture,Table,Table 528,7,385.2,0.0,50.59
ORD10192,2025-12-09,Customer 237,Consumer,North,Noida,Furniture,Table,Table 567,8,188.97,0.3,7.0
ORD10193,2025-05-03,Customer 237,Consumer,South,Kochi,Furniture,Table,Table 872,4,1456.64,0.2,476.77
ORD10194,2025-11-24,Customer 5,Corporate,East,Hyderabad,Office Supplies,Binder,Binder 266,1,1251.84,0.1,104.28
ORD10195,2025-07-29,Customer 56,Corporate,North,Delhi,Office Supplies,Paper,Paper 908,5,295.01,0.2,12.44
ORD10196,2025-02-14,Customer 228,Home Office,West,Mumbai,Furniture,Bookcase,Bookcase 888,4,1073.2,0.05,241.68
ORD10197,2025-12-21,Customer 188,Home Office,South,Kochi,Furniture,Chair,Chair 240,4,882.74,0.05,42.38
ORD10198,2025-07-29,Customer 234,Corporate,South,Bengaluru,Technology,Phone,Phone 443,5,1266.02,0.2,72.29
ORD10199,2025-01-03,Customer 92,Home Office,West,Pune,Furniture,Chair,Chair 676,6,74.27,0.1,15.78
ORD10200,2025-07-15,Customer 148,Consumer,South,Bengaluru,Furniture,Table,Table 831,4,1228.47,0.1,336.28
ORD10201,2025-05-05,Customer 248,Consumer,North,Delhi,Technology,Phone,Phone 557,1,805.16,0.3,48.56
ORD10202,2025-12-24,Customer 190,Consumer,West,Mumbai,Furniture,Chair,Chair 419,5,841.93,0.0,47.01
ORD10203,2025-02-18,Customer 184,Consumer,North,Delhi,Technology,Monitor,Monitor 690,8,793.91,0.2,48.32
ORD10204,2025-03-12,Customer 139,Home Office,East,Hyderabad,Furniture,Table,Table 605,5,182.86,0.0,31.4
ORD10205,2025-01-10,Customer 241,Home Office,West,Mumbai,Furniture,Bookcase,Bookcase 686,8,1124.94,0.05,370.62
ORD10206,2025-06-23,Customer 103,Consumer,South,Kochi,Technology,Monitor,Monitor 638,1,605.54,0.0,171.41
ORD10207,2025-03-17,Customer 246,Home Office,North,Noida,Technology,Phone,Phone 934,7,1274.49,0.0,187.94
ORD10208,2025-06-16,Customer 111,Consumer,North,Delhi,Office Supplies,Pen,Pen 747,1,559.36,0.3,42.65
ORD10209,2025-11-25,Customer 159,Corporate,East,Chennai,Furniture,Table,Table 506,8,957.15,0.0,57.73
ORD10210,2025-01-21,Customer 74,Consumer,North,Delhi,Technology,Laptop,Laptop 356,2,790.05,0.2,79.79
ORD10211,2025-02-13,Customer 120,Home Office,North,Noida,Technology,Laptop,Laptop 223,1,899.55,0.3,261.25
ORD10212,2025-05-05,Customer 189,Consumer,West,Pune,Furniture,Bookcase,Bookcase 234,5,1375.07,0.3,146.43
ORD10213,2025-07-07,Customer 118,Home Office,North,Noida,Technology,Monitor,Monitor 683,4,982.53,0.05,205.91
ORD10214,2025-07-16,Customer 249,Home Office,North,Noida,Office Supplies,Binder,Binder 131,4,513.83,0.05,102.12
ORD10215,2025-05-26,Customer 225,Consumer,South,Bengaluru,Office Supplies,Paper,Paper 982,4,499.45,0.1,93.61
ORD10216,2025-02-01,Customer 133,Corporate,North,Delhi,Furniture,Chair,Chair 664,2,916.77,0.1,157.68
ORD10217,2025-12-09,Customer 91,Consumer,South,Kochi,Technology,Laptop,Laptop 633,4,1484.17,0.05,252.35
ORD10218,2025-02-22,Customer 2,Corporate,West,Pune,Technology,Laptop,Laptop 856,8,417.65,0.05,70.55
ORD10219,2025-11-07,Customer 29,Corporate,East,Hyderabad,Office Supplies,Pen,Pen 253,7,1277.92,0.1,385.71
ORD10220,2025-07-16,Customer 166,Corporate,South,Kochi,Office Supplies,Pen,Pen 461,5,542.37,0.3,101.21
ORD10221,2025-07-13,Customer 149,Consumer,East,Hyderabad,Office Supplies,Binder,Binder 407,3,814.57,0.05,143.11
ORD10222,2025-01-06,Customer 7,Consumer,East,Hyderabad,Office Supplies,Pen,Pen 958,4,1438.97,0.05,484.41
ORD10223,2025-09-22,Customer 187,Home Office,North,Noida,Office Supplies,Pen,Pen 892,5,816.98,0.2,151.33
ORD10224,2025-09-26,Customer 59,Consumer,South,Kochi,Office Supplies,Binder,Binder 141,6,690.54,0.0,174.67
ORD10225,2025-08-14,Customer 197,Home Office,South,Kochi,Technology,Phone,Phone 764,3,1322.16,0.2,232.72
